Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,YearMonth,ist_sonderposten
502972,DOT,DOTCOM POSTAGE,1,2010-03-29 14:52:00,30.09,,United Kingdom,30.09,2010-03,True
502974,DOT,DOTCOM POSTAGE,1,2010-03-29 14:53:00,29.87,,United Kingdom,29.87,2010-03,True
502975,DOT,DOTCOM POSTAGE,1,2010-03-29 14:53:00,16.6,,United Kingdom,16.6,2010-03,True
502977,DOT,DOTCOM POSTAGE,1,2010-03-29 14:54:00,34.98,,United Kingdom,34.98,2010-03,True
502976,DOT,DOTCOM POSTAGE,1,2010-03-29 14:54:00,28.21,,United Kingdom,28.21,2010-03,True
502978,DOT,DOTCOM POSTAGE,1,2010-03-29 14:55:00,18.26,,United Kingdom,18.26,2010-03,True
502980,DOT,DOTCOM POSTAGE,1,2010-03-29 14:55:00,18.26,,United Kingdom,18.26,2010-03,True
502983,DOT,DOTCOM POSTAGE,1,2010-03-29 14:56:00,24.89,,United Kingdom,24.89,2010-03,True
502987,DOT,DOTCOM POSTAGE,1,2010-03-29 14:56:00,21.7,,United Kingdom,21.7,2010-03,True
502985,DOT,DOTCOM POSTAGE,1,2010-03-29 14:56:00,14.94,,United Kingdom,14.94,2010-03,True
502990,DOT,DOTCOM POSTAGE,1,2010-03-29 14:57:00,30.0,,United Kingdom,30.0,2010-03,True
502997,DOT,DOTCOM POSTAGE,1,2010-03-29 14:58:00,30.13,,United Kingdom,30.13,2010-03,True
502994,DOT,DOTCOM POSTAGE,1,2010-03-29 14:58:00,21.57,,United Kingdom,21.57,2010-03,True
503001,DOT,DOTCOM POSTAGE,1,2010-03-29 14:59:00,19.91,,United Kingdom,19.91,2010-03,True
503004,DOT,DOTCOM POSTAGE,1,2010-03-29 14:59:00,14.94,,United Kingdom,14.94,2010-03,True
503006,DOT,DOTCOM POSTAGE,1,2010-03-29 15:00:00,9.96,,United Kingdom,9.96,2010-03,True
503009,DOT,DOTCOM POSTAGE,1,2010-03-29 15:00:00,18.26,,United Kingdom,18.26,2010-03,True
503012,DOT,DOTCOM POSTAGE,1,2010-03-29 15:01:00,33.32,,United Kingdom,33.32,2010-03,True
503016,DOT,DOTCOM POSTAGE,1,2010-03-29 15:02:00,23.36,,United Kingdom,23.36,2010-03,True
503030,DOT,DOTCOM POSTAGE,1,2010-03-29 15:05:00,28.21,,United Kingdom,28.21,2010-03,True
503029,DOT,DOTCOM POSTAGE,1,2010-03-29 15:05:00,14.94,,United Kingdom,14.94,2010-03,True
503033,DOT,DOTCOM POSTAGE,1,2010-03-29 15:06:00,21.7,,United Kingdom,21.7,2010-03,True
503035,DOT,DOTCOM POSTAGE,1,2010-03-29 15:06:00,23.49,,United Kingdom,23.49,2010-03,True
503038,DOT,DOTCOM POSTAGE,1,2010-03-29 15:07:00,18.26,,United Kingdom,18.26,2010-03,True
503047,DOT,DOTCOM POSTAGE,1,2010-03-29 15:26:00,21.7,,United Kingdom,21.7,2010-03,True
C503050,BANK CHARGES,BANK CHARGES,-1,2010-03-29 15:38:00,25.0,,United Kingdom,-25.0,2010-03,True
C503050,BANK CHARGES,BANK CHARGES,-1,2010-03-29 15:38:00,361.11,,United Kingdom,-361.11,2010-03,True
C503050,M,MANUAL,-1,2010-03-29 15:38:00,9.95,,United Kingdom,-9.95,2010-03,True
C503057,POST,POSTAGE,-1,2010-03-29 15:46:00,25.89,,United Kingdom,-25.89,2010-03,True
C503057,M,MANUAL,-1,2010-03-29 15:46:00,31.19,,United Kingdom,-31.19,2010-03,True
C503057,BANK CHARGES,BANK CHARGES,-1,2010-03-29 15:46:00,188.55,,United Kingdom,-188.55,2010-03,True
503156,M,MANUAL,1,2010-03-30 12:36:00,3.75,15862,United Kingdom,3.75,2010-03,True
C503161,POST,POSTAGE,-1,2010-03-30 13:09:00,10.0,16984,United Kingdom,-10.0,2010-03,True
C503173,M,MANUAL,-1,2010-03-30 13:55:00,43.17,14607,United Kingdom,-43.17,2010-03,True
503185,DOT,DOTCOM POSTAGE,1,2010-03-30 14:29:00,752.32,,United Kingdom,752.32,2010-03,True
503220,M,MANUAL,7,2010-03-30 16:24:00,0.29,16658,United Kingdom,2.03,2010-03,True
C503227,POST,POSTAGE,-1,2010-03-30 16:49:00,8.22,,United Kingdom,-8.22,2010-03,True
C503227,M,MANUAL,-1,2010-03-30 16:49:00,3.38,,United Kingdom,-3.38,2010-03,True
503344,M,MANUAL,5,2010-03-31 13:15:00,0.42,15454,United Kingdom,2.1,2010-03,True
503426,DOT,DOTCOM POSTAGE,1,2010-03-31 17:28:00,315.45,,United Kingdom,315.45,2010-03,True
503428,DOT,DOTCOM POSTAGE,1,2010-03-31 17:31:00,331.1,,United Kingdom,331.1,2010-03,True
503433,POST,POSTAGE,2,2010-04-01 08:43:00,18.0,12609,Germany,36.0,2010-04,True
503436,POST,POSTAGE,2,2010-04-01 09:50:00,18.0,12662,Germany,36.0,2010-04,True
503438,POST,POSTAGE,1,2010-04-01 10:05:00,15.0,12417,Belgium,15.0,2010-04,True
503439,POST,POSTAGE,7,2010-04-01 10:16:00,18.0,12647,Germany,126.0,2010-04,True
C503440,M,MANUAL,-1,2010-04-01 10:18:00,376.17,14481,United Kingdom,-376.17,2010-04,True
503469,M,MANUAL,85,2010-04-01 11:55:00,0.4,15311,United Kingdom,34.0,2010-04,True
503497,BANK CHARGES,BANK CHARGES,1,2010-04-01 12:07:00,15.0,17539,United Kingdom,15.0,2010-04,True
503503,POST,POSTAGE,4,2010-04-01 12:30:00,18.0,12583,France,72.0,2010-04,True
503531,POST,POSTAGE,1,2010-04-01 13:17:00,18.0,12708,Germany,18.0,2010-04,True
503532,POST,POSTAGE,3,2010-04-01 13:20:00,18.0,12472,Germany,54.0,2010-04,True
503549,DCGS0069,OOH LA LA DOGS COLLAR,1,2010-04-01 15:04:00,16.13,,United Kingdom,16.13,2010-04,True
503549,DCGS0070,CAMOUFLAGE DOG COLLAR,1,2010-04-01 15:04:00,12.72,,United Kingdom,12.72,2010-04,True
503549,DCGS0075,CAMOUFLAGUE DOG LEAD,1,2010-04-01 15:04:00,12.72,,United Kingdom,12.72,2010-04,True
503549,DOT,DOTCOM POSTAGE,1,2010-04-01 15:04:00,277.7,,United Kingdom,277.7,2010-04,True
C503571,BANK CHARGES,BANK CHARGES,-1,2010-04-01 15:45:00,15.0,17539,United Kingdom,-15.0,2010-04,True
503714,M,MANUAL,3,2010-04-06 14:42:00,0.85,13432,United Kingdom,2.55,2010-04,True
503721,DOT,DOTCOM POSTAGE,1,2010-04-06 15:37:00,25.8,,United Kingdom,25.8,2010-04,True
503782,POST,POSTAGE,3,2010-04-07 11:59:00,18.0,12711,Germany,54.0,2010-04,True
503790,M,MANUAL,2,2010-04-07 12:45:00,1.95,13174,United Kingdom,3.9,2010-04,True
503801,M,MANUAL,1,2010-04-07 13:48:00,10.0,15521,United Kingdom,10.0,2010-04,True
503801,M,MANUAL,2,2010-04-07 13:48:00,0.3,15521,United Kingdom,0.6,2010-04,True
503823,DCGS0069,OOH LA LA DOGS COLLAR,1,2010-04-07 14:59:00,16.13,,United Kingdom,16.13,2010-04,True
503854,POST,POSTAGE,2,2010-04-08 10:08:00,15.0,12765,Netherlands,30.0,2010-04,True
503871,DOT,DOTCOM POSTAGE,1,2010-04-08 11:36:00,40.68,,United Kingdom,40.68,2010-04,True
503895,M,MANUAL,25,2010-04-08 11:59:00,0.42,13278,United Kingdom,10.5,2010-04,True
503940,DOT,DOTCOM POSTAGE,1,2010-04-08 14:47:00,42.38,,United Kingdom,42.38,2010-04,True
503940,gift_0001_20,DOTCOMGIFTSHOP GIFT VOUCHER £20.00,1,2010-04-08 14:47:00,17.02,,United Kingdom,17.02,2010-04,True
503956,M,MANUAL,2,2010-04-08 16:45:00,0.42,13443,United Kingdom,0.84,2010-04,True
503960,BANK CHARGES,BANK CHARGES,1,2010-04-08 16:50:00,15.0,12843,United Kingdom,15.0,2010-04,True
C503983,POST,POSTAGE,-1,2010-04-09 09:37:00,6.41,17888,United Kingdom,-6.41,2010-04,True
503985,POST,POSTAGE,15,2010-04-09 10:08:00,18.0,12468,Germany,270.0,2010-04,True
C503996,POST,POSTAGE,-1,2010-04-09 11:31:00,8.96,13397,United Kingdom,-8.96,2010-04,True
C503999,M,MANUAL,-408,2010-04-09 11:36:00,0.33,16754,United Kingdom,-134.64000000000001,2010-04,True
504026,POST,POSTAGE,4,2010-04-09 12:12:00,15.0,12786,Netherlands,60.0,2010-04,True
504094,POST,POSTAGE,2,2010-04-09 13:08:00,18.0,12681,France,36.0,2010-04,True
504097,POST,POSTAGE,2,2010-04-09 14:01:00,18.0,12613,Germany,36.0,2010-04,True
504103,DOT,DOTCOM POSTAGE,1,2010-04-09 14:53:00,31.53,,United Kingdom,31.53,2010-04,True
504105,DOT,DOTCOM POSTAGE,1,2010-04-09 14:54:00,8.43,,United Kingdom,8.43,2010-04,True
504104,DOT,DOTCOM POSTAGE,1,2010-04-09 14:54:00,30.0,,United Kingdom,30.0,2010-04,True
504106,DOT,DOTCOM POSTAGE,1,2010-04-09 14:55:00,29.87,,United Kingdom,29.87,2010-04,True
504107,DOT,DOTCOM POSTAGE,1,2010-04-09 14:56:00,21.57,,United Kingdom,21.57,2010-04,True
504108,DOT,DOTCOM POSTAGE,1,2010-04-09 14:57:00,21.7,,United Kingdom,21.7,2010-04,True
504110,DOT,DOTCOM POSTAGE,1,2010-04-09 14:58:00,21.57,,United Kingdom,21.57,2010-04,True
504109,DOT,DOTCOM POSTAGE,1,2010-04-09 14:58:00,30.0,,United Kingdom,30.0,2010-04,True
504111,DOT,DOTCOM POSTAGE,1,2010-04-09 14:59:00,14.94,,United Kingdom,14.94,2010-04,True
504113,DOT,DOTCOM POSTAGE,1,2010-04-09 14:59:00,18.26,,United Kingdom,18.26,2010-04,True
504115,DOT,DOTCOM POSTAGE,1,2010-04-09 15:00:00,16.6,,United Kingdom,16.6,2010-04,True
504114,DOT,DOTCOM POSTAGE,1,2010-04-09 15:00:00,21.7,,United Kingdom,21.7,2010-04,True
504119,M,MANUAL,12,2010-04-09 16:54:00,0.42,17609,United Kingdom,5.04,2010-04,True
504120,M,MANUAL,1,2010-04-09 17:13:00,1.25,15889,United Kingdom,1.25,2010-04,True
504125,POST,POSTAGE,1,2010-04-11 10:44:00,18.0,12500,Germany,18.0,2010-04,True
504130,POST,POSTAGE,3,2010-04-11 11:14:00,40.0,13520,Switzerland,120.0,2010-04,True
504142,M,MANUAL,1,2010-04-11 13:01:00,3.75,13259,United Kingdom,3.75,2010-04,True
504153,M,MANUAL,1,2010-04-11 14:11:00,1.25,17068,United Kingdom,1.25,2010-04,True
C504173,M,MANUAL,-24,2010-04-12 08:08:00,0.5,16029,United Kingdom,-12.0,2010-04,True
C504174,POST,POSTAGE,-1,2010-04-12 08:09:00,1.95,15079,United Kingdom,-1.95,2010-04,True
504188,TEST001,THIS IS A TEST PRODUCT.,5,2010-04-12 09:52:00,4.5,16454,United Kingdom,22.5,2010-04,True
504193,POST,POSTAGE,1,2010-04-12 10:10:00,306.0,12481,Germany,306.0,2010-04,True
504216,M,MANUAL,3,2010-04-12 12:48:00,3.75,15504,United Kingdom,11.25,2010-04,True
504232,M,MANUAL,1,2010-04-12 13:01:00,0.5,15044,United Kingdom,0.5,2010-04,True
504328,M,MANUAL,1,2010-04-12 15:59:00,21.95,16987,United Kingdom,21.95,2010-04,True
504332,PADS,PADS TO MATCH ALL CUSHIONS,1,2010-04-12 16:30:00,0.001,12671,Germany,0.001,2010-04,True
504340,M,MANUAL,25,2010-04-12 16:50:00,0.42,13564,United Kingdom,10.5,2010-04,True
504396,m,MANUAL,1,2010-04-13 11:45:00,4.0,,United Kingdom,4.0,2010-04,True
504396,DOT,DOTCOM POSTAGE,1,2010-04-13 11:45:00,21.7,,United Kingdom,21.7,2010-04,True
504414,POST,POSTAGE,4,2010-04-13 12:30:00,18.0,12805,Netherlands,72.0,2010-04,True
504440,M,MANUAL,1,2010-04-13 14:02:00,0.85,13052,United Kingdom,0.85,2010-04,True
504448,M,MANUAL,1,2010-04-13 14:46:00,1.49,,United Kingdom,1.49,2010-04,True
504449,POST,POSTAGE,2,2010-04-13 14:53:00,28.0,12459,Spain,56.0,2010-04,True
504477,POST,POSTAGE,2,2010-04-14 10:08:00,18.0,12437,France,36.0,2010-04,True
504478,POST,POSTAGE,4,2010-04-14 10:13:00,18.0,12682,France,72.0,2010-04,True
504532,POST,POSTAGE,5,2010-04-14 11:50:00,18.0,12471,Germany,90.0,2010-04,True
504572,M,MANUAL,1,2010-04-14 14:49:00,0.85,18057,United Kingdom,0.85,2010-04,True
504572,M,MANUAL,36,2010-04-14 14:49:00,0.42,18057,United Kingdom,15.12,2010-04,True
504572,M,MANUAL,3,2010-04-14 14:49:00,1.45,18057,United Kingdom,4.35,2010-04,True
504585,POST,POSTAGE,2,2010-04-15 09:15:00,28.0,12540,Spain,56.0,2010-04,True
504621,C2,CARRIAGE,1,2010-04-15 11:47:00,50.0,14944,United Kingdom,50.0,2010-04,True
C504637,M,MANUAL,-1,2010-04-15 14:07:00,5843.7,17017,United Kingdom,-5843.7,2010-04,True
504639,M,MANUAL,1,2010-04-15 14:12:00,5843.7,,United Kingdom,5843.7,2010-04,True
C504641,M,MANUAL,-1,2010-04-15 14:22:00,773.5,17013,United Kingdom,-773.5,2010-04,True
504642,M,MANUAL,1,2010-04-15 14:25:00,773.5,,United Kingdom,773.5,2010-04,True
C504648,M,MANUAL,-1,2010-04-15 14:48:00,210.47,17949,United Kingdom,-210.47,2010-04,True
C504666,M,MANUAL,-1,2010-04-15 15:04:00,2451.26,17013,United Kingdom,-2451.26,2010-04,True
504667,M,MANUAL,1,2010-04-15 15:07:00,2451.26,,United Kingdom,2451.26,2010-04,True
C504670,M,MANUAL,-1,2010-04-15 15:16:00,227.28,17452,United Kingdom,-227.28,2010-04,True
504671,M,MANUAL,1,2010-04-15 15:19:00,227.28,,United Kingdom,227.28,2010-04,True
C504674,M,MANUAL,-1,2010-04-15 15:27:00,306.66,13633,United Kingdom,-306.66,2010-04,True
504678,M,MANUAL,1,2010-04-15 15:39:00,306.66,,United Kingdom,306.66,2010-04,True
C504679,M,MANUAL,-1,2010-04-15 15:47:00,148.69,14380,United Kingdom,-148.69,2010-04,True
504681,M,MANUAL,1,2010-04-15 15:49:00,148.69,,United Kingdom,148.69,2010-04,True
C504684,M,MANUAL,-1,2010-04-15 16:12:00,94.8,15354,United Kingdom,-94.8,2010-04,True
504685,M,MANUAL,1,2010-04-15 16:14:00,94.8,,United Kingdom,94.8,2010-04,True
504686,M,MANUAL,1,2010-04-15 16:17:00,94.8,15354,United Kingdom,94.8,2010-04,True
504687,M,MANUAL,1,2010-04-15 16:21:00,94.8,15354,United Kingdom,94.8,2010-04,True
504688,M,MANUAL,1,2010-04-15 16:24:00,94.8,15354,United Kingdom,94.8,2010-04,True
C504690,M,MANUAL,-1,2010-04-15 16:28:00,94.8,15354,United Kingdom,-94.8,2010-04,True
C504693,M,MANUAL,-1,2010-04-15 16:35:00,94.8,15354,United Kingdom,-94.8,2010-04,True
504697,POST,POSTAGE,2,2010-04-15 17:18:00,18.0,12474,Germany,36.0,2010-04,True
504700,D,DISCOUNT,1,2010-04-15 18:08:00,57.63,17032,United Kingdom,57.63,2010-04,True
504711,POST,POSTAGE,2,2010-04-16 09:57:00,15.0,12778,Netherlands,30.0,2010-04,True
504714,POST,POSTAGE,6,2010-04-16 10:16:00,15.0,12395,Belgium,90.0,2010-04,True
504789,POST,POSTAGE,2,2010-04-16 11:59:00,18.0,13813,Germany,36.0,2010-04,True
504831,M,MANUAL,10,2010-04-16 13:35:00,0.42,17913,United Kingdom,4.2,2010-04,True
C504849,M,MANUAL,-1,2010-04-18 09:32:00,660.86,14912,Italy,-660.86,2010-04,True
504860,POST,POSTAGE,1,2010-04-18 12:04:00,15.0,12402,Belgium,15.0,2010-04,True
504873,C2,CARRIAGE,1,2010-04-18 12:36:00,50.0,14817,United Kingdom,50.0,2010-04,True
504891,POST,POSTAGE,1,2010-04-18 14:00:00,15.0,12791,Netherlands,15.0,2010-04,True
504916,DOT,DOTCOM POSTAGE,1,2010-04-19 10:28:00,7.56,,United Kingdom,7.56,2010-04,True
504919,DOT,DOTCOM POSTAGE,1,2010-04-19 10:40:00,170.85,,United Kingdom,170.85,2010-04,True
504921,DOT,DOTCOM POSTAGE,1,2010-04-19 10:43:00,173.49,,United Kingdom,173.49,2010-04,True
504924,DOT,DOTCOM POSTAGE,1,2010-04-19 10:49:00,171.57,,United Kingdom,171.57,2010-04,True
504925,DOT,DOTCOM POSTAGE,1,2010-04-19 10:53:00,103.01,,United Kingdom,103.01,2010-04,True
504928,DOT,DOTCOM POSTAGE,1,2010-04-19 10:59:00,166.59,,United Kingdom,166.59,2010-04,True
504933,gift_0001_30,DOTCOMGIFTSHOP GIFT VOUCHER £30.00,1,2010-04-19 11:13:00,25.53,,United Kingdom,25.53,2010-04,True
504933,DOT,DOTCOM POSTAGE,1,2010-04-19 11:13:00,231.08,,United Kingdom,231.08,2010-04,True
504935,DCGS0004,HAYNES CAMPER SHOULDER BAG,1,2010-04-19 11:19:00,16.98,,United Kingdom,16.98,2010-04,True
504935,DOT,DOTCOM POSTAGE,1,2010-04-19 11:19:00,199.37,,United Kingdom,199.37,2010-04,True
504936,DOT,DOTCOM POSTAGE,1,2010-04-19 11:23:00,127.81,,United Kingdom,127.81,2010-04,True
505002,M,MANUAL,2,2010-04-19 12:39:00,1.25,16905,United Kingdom,2.5,2010-04,True
505015,C2,CARRIAGE,1,2010-04-19 13:30:00,50.0,14156,EIRE,50.0,2010-04,True
505016,DOT,DOTCOM POSTAGE,1,2010-04-19 13:52:00,211.58,,United Kingdom,211.58,2010-04,True
C505021,POST,POSTAGE,-1,2010-04-19 14:10:00,8.22,,United Kingdom,-8.22,2010-04,True
505023,POST,POSTAGE,10,2010-04-19 14:14:00,18.0,12516,Germany,180.0,2010-04,True
505067,M,MANUAL,3,2010-04-19 16:48:00,0.42,14606,United Kingdom,1.26,2010-04,True
505078,POST,POSTAGE,1,2010-04-20 09:40:00,15.0,12780,Netherlands,15.0,2010-04,True
505083,POST,POSTAGE,3,2010-04-20 09:56:00,18.0,12623,Germany,54.0,2010-04,True
C505145,M,MANUAL,-1,2010-04-20 11:25:00,4217.59,16151,United Kingdom,-4217.59,2010-04,True
505150,M,MANUAL,1,2010-04-20 11:40:00,4217.59,,United Kingdom,4217.59,2010-04,True
C505151,M,MANUAL,-1,2010-04-20 11:45:00,94.8,15354,United Kingdom,-94.8,2010-04,True
505167,M,MANUAL,1,2010-04-20 12:46:00,1.45,17841,United Kingdom,1.45,2010-04,True
505168,C2,CARRIAGE,1,2010-04-20 12:48:00,50.0,14156,EIRE,50.0,2010-04,True
505170,POST,POSTAGE,7,2010-04-20 12:49:00,18.0,12647,Germany,126.0,2010-04,True
505202,DOT,DOTCOM POSTAGE,1,2010-04-20 16:21:00,212.26,,United Kingdom,212.26,2010-04,True
505203,DOT,DOTCOM POSTAGE,1,2010-04-20 16:24:00,90.87,,United Kingdom,90.87,2010-04,True
505204,BANK CHARGES,BANK CHARGES,1,2010-04-20 16:24:00,15.0,17448,United Kingdom,15.0,2010-04,True
C505226,M,MANUAL,-1,2010-04-21 10:31:00,847.84,12482,Sweden,-847.84,2010-04,True
505227,M,MANUAL,1,2010-04-21 10:33:00,874.84,12482,Sweden,874.84,2010-04,True
505229,M,MANUAL,1,2010-04-21 10:34:00,874.84,12482,Sweden,874.84,2010-04,True
505228,C2,CARRIAGE,1,2010-04-21 10:34:00,50.0,16256,United Kingdom,50.0,2010-04,True
C505231,M,MANUAL,-1,2010-04-21 10:36:00,874.84,12482,Sweden,-874.84,2010-04,True
505297,POST,POSTAGE,2,2010-04-21 11:51:00,18.0,12530,Germany,36.0,2010-04,True
505314,POST,POSTAGE,6,2010-04-21 12:02:00,18.0,12681,France,108.0,2010-04,True
505317,POST,POSTAGE,2,2010-04-21 12:22:00,40.0,12588,Finland,80.0,2010-04,True
505354,DOT,DOTCOM POSTAGE,1,2010-04-21 15:04:00,137.33,,United Kingdom,137.33,2010-04,True
505393,POST,POSTAGE,3,2010-04-22 09:41:00,15.0,14646,Netherlands,45.0,2010-04,True
505409,POST,POSTAGE,1,2010-04-22 10:24:00,18.0,12504,Germany,18.0,2010-04,True
505453,POST,POSTAGE,5,2010-04-22 11:33:00,18.0,12625,Germany,90.0,2010-04,True
C505458,POST,POSTAGE,-1,2010-04-22 11:36:00,2.75,14893,United Kingdom,-2.75,2010-04,True
C505490,M,MANUAL,-1,2010-04-22 12:55:00,5876.34,15849,United Kingdom,-5876.34,2010-04,True
505505,M,MANUAL,1,2010-04-22 14:09:00,5876.34,,United Kingdom,5876.34,2010-04,True
505510,DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,2,2010-04-22 14:33:00,16.13,,United Kingdom,32.26,2010-04,True
505510,DOT,DOTCOM POSTAGE,1,2010-04-22 14:33:00,280.88,,United Kingdom,280.88,2010-04,True
505522,C2,CARRIAGE,1,2010-04-22 15:58:00,50.0,14911,EIRE,50.0,2010-04,True
505549,M,MANUAL,7,2010-04-22 19:21:00,0.85,17057,United Kingdom,5.95,2010-04,True
505555,POST,POSTAGE,2,2010-04-23 09:57:00,15.0,12672,France,30.0,2010-04,True
C505604,M,MANUAL,-1,2010-04-23 12:37:00,8.5,16947,United Kingdom,-8.5,2010-04,True
505615,M,MANUAL,3,2010-04-23 12:49:00,2.95,15288,United Kingdom,8.850000000000001,2010-04,True
505669,POST,POSTAGE,2,2010-04-23 14:45:00,40.0,12483,Sweden,80.0,2010-04,True
C505678,M,MANUAL,-1,2010-04-23 15:45:00,1075.63,,United Kingdom,-1075.63,2010-04,True
C505679,BANK CHARGES,BANK CHARGES,-1,2010-04-23 15:47:00,605.53,,United Kingdom,-605.53,2010-04,True
C505680,M,MANUAL,-1,2010-04-23 15:49:00,223.64,,United Kingdom,-223.64,2010-04,True
505683,M,MANUAL,3,2010-04-23 16:14:00,1.5,,United Kingdom,4.5,2010-04,True
505684,DCGS0058,MISO PRETTY  GUM,1,2010-04-23 16:16:00,0.81,,United Kingdom,0.81,2010-04,True
505684,DOT,DOTCOM POSTAGE,1,2010-04-23 16:16:00,226.07,,United Kingdom,226.07,2010-04,True
505709,M,MANUAL,1,2010-04-25 12:34:00,2.95,13050,United Kingdom,2.95,2010-04,True
505709,M,MANUAL,25,2010-04-25 12:34:00,0.42,13050,United Kingdom,10.5,2010-04,True
505710,POST,POSTAGE,4,2010-04-25 12:36:00,18.0,12474,Germany,72.0,2010-04,True
C505800,M,MANUAL,-1,2010-04-26 11:15:00,371.85,14911,EIRE,-371.85,2010-04,True
505806,M,MANUAL,1,2010-04-26 11:16:00,371.85,14911,EIRE,371.85,2010-04,True
505843,DOT,DOTCOM POSTAGE,1,2010-04-26 11:57:00,133.54,,United Kingdom,133.54,2010-04,True
505851,POST,POSTAGE,3,2010-04-26 12:34:00,18.0,12472,Germany,54.0,2010-04,True
505854,M,MANUAL,36,2010-04-26 12:51:00,0.42,14563,United Kingdom,15.12,2010-04,True
505859,DOT,DOTCOM POSTAGE,1,2010-04-26 13:17:00,11.62,,United Kingdom,11.62,2010-04,True
505860,DOT,DOTCOM POSTAGE,1,2010-04-26 13:18:00,28.47,,United Kingdom,28.47,2010-04,True
505862,DOT,DOTCOM POSTAGE,1,2010-04-26 13:23:00,21.57,,United Kingdom,21.57,2010-04,True
505863,DOT,DOTCOM POSTAGE,1,2010-04-26 13:24:00,26.68,,United Kingdom,26.68,2010-04,True
505864,DOT,DOTCOM POSTAGE,1,2010-04-26 13:24:00,10.09,,United Kingdom,10.09,2010-04,True
505866,DOT,DOTCOM POSTAGE,1,2010-04-26 13:27:00,30.0,,United Kingdom,30.0,2010-04,True
505865,DOT,DOTCOM POSTAGE,1,2010-04-26 13:27:00,8.43,,United Kingdom,8.43,2010-04,True
505868,DOT,DOTCOM POSTAGE,1,2010-04-26 13:29:00,18.26,,United Kingdom,18.26,2010-04,True
505869,DOT,DOTCOM POSTAGE,1,2010-04-26 13:29:00,13.28,,United Kingdom,13.28,2010-04,True
505870,DOT,DOTCOM POSTAGE,1,2010-04-26 13:30:00,36.51,,United Kingdom,36.51,2010-04,True
505872,DOT,DOTCOM POSTAGE,1,2010-04-26 13:31:00,23.23,,United Kingdom,23.23,2010-04,True
505871,DOT,DOTCOM POSTAGE,1,2010-04-26 13:31:00,35.11,,United Kingdom,35.11,2010-04,True
505873,DOT,DOTCOM POSTAGE,1,2010-04-26 13:32:00,11.74,,United Kingdom,11.74,2010-04,True
505874,DOT,DOTCOM POSTAGE,1,2010-04-26 13:32:00,26.68,,United Kingdom,26.68,2010-04,True
505876,DOT,DOTCOM POSTAGE,1,2010-04-26 13:32:00,13.4,,United Kingdom,13.4,2010-04,True
505875,DOT,DOTCOM POSTAGE,1,2010-04-26 13:32:00,18.26,,United Kingdom,18.26,2010-04,True
505879,DOT,DOTCOM POSTAGE,1,2010-04-26 13:33:00,36.64,,United Kingdom,36.64,2010-04,True
505878,DOT,DOTCOM POSTAGE,1,2010-04-26 13:33:00,23.49,,United Kingdom,23.49,2010-04,True
505880,DOT,DOTCOM POSTAGE,1,2010-04-26 13:34:00,13.28,,United Kingdom,13.28,2010-04,True
505881,DOT,DOTCOM POSTAGE,1,2010-04-26 13:34:00,31.66,,United Kingdom,31.66,2010-04,True
505883,POST,POSTAGE,6,2010-04-26 13:53:00,18.0,12471,Germany,108.0,2010-04,True
505888,DOT,DOTCOM POSTAGE,1,2010-04-26 14:14:00,157.13,,United Kingdom,157.13,2010-04,True
505888,gift_0001_30,DOTCOMGIFTSHOP GIFT VOUCHER £30.00,1,2010-04-26 14:14:00,25.53,,United Kingdom,25.53,2010-04,True
505970,POST,POSTAGE,2,2010-04-26 16:49:00,18.0,12712,Germany,36.0,2010-04,True
506080,M,MANUAL,25,2010-04-27 11:58:00,0.42,17332,United Kingdom,10.5,2010-04,True
506099,M,MANUAL,1,2010-04-27 12:46:00,1.65,17991,United Kingdom,1.65,2010-04,True
506109,DOT,DOTCOM POSTAGE,1,2010-04-27 13:43:00,26.68,,United Kingdom,26.68,2010-04,True
506110,DOT,DOTCOM POSTAGE,1,2010-04-27 13:43:00,8.43,,United Kingdom,8.43,2010-04,True
506111,M,MANUAL,2,2010-04-27 13:44:00,2.95,12849,United Kingdom,5.9,2010-04,True
506111,M,MANUAL,1,2010-04-27 13:44:00,2.95,12849,United Kingdom,2.95,2010-04,True
C506133,BANK CHARGES,BANK CHARGES,-1,2010-04-27 15:06:00,34.47,,United Kingdom,-34.47,2010-04,True
506146,DOT,DOTCOM POSTAGE,1,2010-04-27 16:45:00,181.36,,United Kingdom,181.36,2010-04,True
C506151,D,DISCOUNT,-1,2010-04-27 17:06:00,19.35,13694,United Kingdom,-19.35,2010-04,True
506224,DOT,DOTCOM POSTAGE,1,2010-04-28 11:55:00,95.1,,United Kingdom,95.1,2010-04,True
506247,M,MANUAL,2,2010-04-28 13:24:00,0.21,18049,United Kingdom,0.42,2010-04,True
506249,POST,POSTAGE,6,2010-04-28 13:26:00,15.0,12876,Belgium,90.0,2010-04,True
506253,M,MANUAL,1,2010-04-28 13:53:00,2.95,17346,United Kingdom,2.95,2010-04,True
506254,POST,POSTAGE,6,2010-04-28 13:59:00,18.0,12714,France,108.0,2010-04,True
506260,POST,POSTAGE,1,2010-04-28 14:34:00,50.0,12717,Greece,50.0,2010-04,True
506267,POST,POSTAGE,2,2010-04-28 14:59:00,18.0,12695,France,36.0,2010-04,True
506278,POST,POSTAGE,3,2010-04-28 15:51:00,18.0,12698,Germany,54.0,2010-04,True
